input_text,reference,greedy,beam,top_k,top_p,greedy_overlap,greedy_model,beam_overlap,beam_model,top_k_overlap,top_k_model,top_p_overlap,top_p_model
"#Person1#: Out of every movie that you've seen, which one is your favorite?
#Person2#: I'm going to have to say that Superbad is the best movie ever.
#Person1#: You think so, how come?
#Person2#: Well, Superbad is super funny.
#Person1#: You're not lying, I found that movie absolutely hilarious.
#Person2#: I didn't know that you saw Superbad before.
#Person1#: I made sure to be in line to see it the first day it came out.
#Person2#: I couldn't keep from laughing throughout the whole movie.
#Person1#: I was laughing hysterically the whole time ; my stomach muscles hurt afterwards.
#Person2#: That's exactly how I felt.
#Person1#: I got the movie when it came out on DVD, do you want to come over?
#Person2#: I would love to.",Both #Person1# and #Person2# think Superbad is funny. They can't stop laughing when they watch it. #Person1# invites #Person2# to see it together.,is laughing hysterically the whole time. #Person2# finds Superbad hilarious. #Person1# tells #Person2# that Superbad is the best movie ever.,"was laughing hysterically the whole time, and #Person2# found Superbad absolutely hilarious. #Person1# and #Person2# are talking about Superbad.",said that Superbad is hilarious. #Person1# recommends Superbad and called #Person2#.,"makes the movie absolutely hilarious and that's exactly what #Person2# felt laughing because of Superbad, and they discuss it with another person each time they've watched it.",0.1818181818181818,0.8696141242980957,0.23255813953488372,0.8676167130470276,0.2285714285714286,0.8712487816810608,0.22641509433962265,0.8307766914367676
"#Person1#: What's all the security check about, Jimmy? Does it mean the bar may be a dangerous place?
#Person2#: No, of course not. Just in case. Nothing to worry about. Don't you also do this in China?
#Person1#: I don't know. Maybe the same. Actually, this is my first time being in a bar.
#Person2#: Oh, then it's my honor to be here with you. I can see now why you've been so curious about the bar stuff. You like this place?
#Person1#: Sure. I love this place, especially the decoration. So tasteful!
#Person2#: Yeah. Other than that, the real feature are the excellent drinks. Can I have your ticket?
#Person1#: Here it is. But, what for? We're already in.
#Person2#: Well, with the ticket, you can get a free drink. What would you like? Orange juice?
#Person1#: Yes, orange juice will be fine for me. But how can you get the drink? It's so crowded there around the counter. You can barely move.
#Person2#: I'll show you how. The bar tenders know whose turn it is. And also, I can snap my fingers to catch his attention.
#Person1#: Cool. Thanks.",It is the first time for #Person1# to come to the bar. #Person1# loves the tasteful decoration. Jimmy asks #Person1# to give him the ticket so that he can get a free drink for #Person1#.,Jimmy tells Jimmy Jimmy he's been in a bar and Jimmy's first time in China. Jimmy tells Jimmy Jimmy the bar stuff. Jimmy tells Jimmy he's curious about the bar stuff. Jimmy likes the decoration.,"Jimmy tells #Person1# Jimmy's first time being in a bar. Jimmy tells #Person2# that the bar is dangerous and the decoration is tasteful. Jimmy tells #Person1# the bar tenders know whose turn it is, and Jimmy snaps his fingers.","Jimmy talks about the bar security check about Jimmy's work in a safe place. Jimmy has a ticket. What are the nicest drinks? Jimmy enjoys such a place. But #Person1# tells Jimmy he loves it, especially the decoration and he can even take their hand to catch Jimmy's attention.","Jimmy's first time being in a bar. Jimmy tells Jimmy of the safe place. Jimmy says he enjoys the decoration and the good drinks. #Person1#'ll show #Person2# how. The bar tenders know whose turn it is, the juice.",0.1917808219178082,0.7649168372154236,0.24,0.8411125540733337,0.18604651162790697,0.8065969347953796,0.18666666666666665,0.8258394598960876
"#Person1#: Excuse me, do you go to the Central Park?
#Person2#: Yes, this is the right bus.
#Person1#: Could you please tell me when I get to the Central Park?
#Person2#: Don't worry. I'll call out the stops.
#Person1#: ( A few minutes later. ) Should I get off at the next stop?
#Person2#: No, don't worry. I'll get you off when you get there.
#Person1#: Is it a long ride?
#Person2#: No, not that long. Two more stops, and you'll get off, sir.
#Person1#: OK. I know. Thank you.
#Person2#: Not at all.",#Person1# takes a bus to Central Park. #Person2# tells #Person1# when to get off.,tells #Person1# when to get to the Central Park. #Person2# calls out the stops and gets off at the next stop.,tells #Person1# when to get to the Central Park. #Person2# tells #Person1# when to get to the Central Park.,#Person1# calls out stops while #Person2# gets off at the next stop. #Person2#'ll call out the stops.,", tells #Person2#, it is the bus to the Central Park, and they come to the bus and they will call out the stops.",0.34285714285714286,0.9016178250312805,0.6060606060606061,0.9141453504562378,0.1875,0.8477171063423157,0.27027027027027023,0.8319724202156067
"#Person1#: Mr. White, I would like to give you notice that I will be leaving the company. It will be effective at the beginning of the next month.
#Person2#: Jessica, I am very sorry to hear that. Why are you leaving?
#Person1#: I've been offered another job with higher salary. And it also gives me the opportunity of promotion.
#Person2#: Oh. If you had talked to me first, we would have given you a raise.
#Person1#: You are really a good employer, Mr. White and I am very lucky to have such a good boss like you. But this new job is more in my field of interest training. It's something I have always wanted.
#Person2#: Ok, good luck, Jessica. By the way, if you ever need a letter of recommendation, I would be happy to write one for you.",Jessica tells Mr. White she'll be leaving because she's been offered another job. Mr. White feels sorry but is willing to write a recommendation letter for her.,"Jessica, Jessica and Mr. White are very sorry for the news. Jessica is leaving the company. Mr. White offers Jessica a new job with higher salary and the opportunity of promotion.",Jessica tells Mr. White that she will be leaving the company. It will be effective at the beginning of the next month.,"Jessica, Mr. White, Jessica, Mr. White, Jessica. Mr. White may not notice that I will be leaving the company because M. White's training allows him to make promotion and Mr. White offers a higher salary on a job and another job with shorter salaries.",is angry and I am very sorry. Mr. White tells Jessica the reason I will leave and Mr. White offers him another job with higher salary. Jessica gives him the opportunity of promotion.,0.23333333333333334,0.834803581237793,0.27450980392156865,0.8220601677894592,0.27027027027027023,0.8227491974830627,0.16129032258064518,0.8379692435264587
"#Person1#: Have you had any experience with sales work?
#Person2#: Yes, I have. In fact, I had worked for a foreign trade company for nearly two years, where I established business ties with several firms.
#Person1#: What exactly did you do at that company?
#Person2#: Visit customers, dispatch consignments and things like that.
#Person1#: Did you like your work?
#Person2#: Yes, I did.
#Person1#: But when and why did you leave the company?
#Person2#: I left it two months ago. I didn't think I could learn much there, and there were not many opportunities for self-development.
#Person1#: I see. Why did you choose our company?
#Person2#: I've been informed that there are many opportunities to develop myself in your company. Besides, I grew up in a city in the Northeast. I have lots of acquaintances in the region, which might help to push sales.","#Person1# is interviewing #Person2# and asks #Person2# several questions, including experience with sales work, the work at the previous company, and why #Person2# left there.",and #Person2# see the opportunities for self-development. #Person1# and #Person2# have had sales work. They have been informed that there are many opportunities to develop themselves in their company.,that #Person2# left the company two months ago. #Person1# tells #Person2# that there are many opportunities to develop themselves in the company.,"asked #Person2# the location of your company, and #Person2# found the opportunity to develop it and get people from other industries.","have had some experience with sales work. #Person2# has worked for a foreign trade company for nearly two years, and has established business ties with several firms. #Person1# finds no opportunities to develop himself in the company and how to find employment.",0.2181818181818182,0.8329052329063416,0.21276595744680854,0.8496520519256592,0.21739130434782608,0.8353185057640076,0.20895522388059704,0.8419309258460999
"#Person1#: It's Sunday today.
#Person2#: Yes, I know.
#Person1#: I think we should have a house cleaning today. What's your opinion?
#Person2#: Oh, no. We just did it last week.
#Person1#: Come on. What do you want to do? Washing clothes or cleaning the house?
#Person2#: I'd rather wash the clothes.
#Person1#: Okay. Here is the laundry.
#Person2#: Oh, My God! So much!
#Person1#: Don't worry. I'll help you with it later.","#Person1# suggests having a house cleaning, and #Person2# chooses to wash clothes.",#Person1# and #Person2# discuss a house cleaning today. They discuss the laundry.,#Person1# tells #Person2# it's Sunday today. #Person2# thinks we should have a house cleaning today. #Person1# wants to wash clothes and cleaning the house.,#Person2# tells #Person1# that we should have a house cleaning today morning. They talk to #Person1# and I can help! So much!,#Person1# thinks to have a house cleaning today and #Person2# wants to wash the clothes instead. #Person2# help you with it later.,0.3333333333333333,0.8877381086349487,0.3783783783783784,0.8904968500137329,0.29411764705882354,0.8533210158348083,0.5294117647058824,0.9131739735603333
"#Person1#: May I take your order?
#Person2#: We haven't decided yet. Could you give us a little longer?
#Person1#: Yes, take your time, please.
#Person2#: Can we get something to drink? We want two bottles of beer.
#Person1#: Fine.
#Person2#: Could you tell us your specials today?
#Person1#: The special today is steak.
#Person2#: We'll take this steak dinner.
#Person1#: What would you like to go with your steak?
#Person2#: Peas and carrots.
#Person1#: I see. What would you like for dessert?
#Person2#: Icecream, please.","#Person1# serves #Person2# to order two bottles of beer, a steak dinner, and ice cream.",asks #Person1# to take the order. #Person2# asks #Person1# to take the steak dinner.,#Person1# asks #Person2# to take the order. #Person2# tells #Person1# the special today is steak.,"asksto order steak for dinner.Person1# asks for dessert. #Person2# asks for icecream, but #Person2# wants to drink ice cream.",will take the steak dinner today. #Person1# suggests asking #Person2# to take a special or two bottles of beer.,0.3448275862068965,0.8633430004119873,0.3333333333333333,0.8600054383277893,0.28571428571428575,0.8683149218559265,0.4117647058823529,0.882122278213501
"#Person1#: Can I help you?
#Person2#: I want a leather jacket.
#Person1#: What size, please?
#Person2#: Size 40.
#Person1#: What color would you prefer?
#Person2#: Let me see. Do you think a brown one will do?
#Person1#: Well, the brown one is beautiful indeed, but I think the black one will suit you better.
#Person2#: Really? Please get it for me.
#Person1#: Will there be anything else?
#Person2#: Is this dress made of pure silk?
#Person1#: Yes, it is. It's brilliant.
#Person2#: Is it washable?
#Person1#: Yes, it is. But you have to be careful.
#Person2#: How much, please?
#Person1#: Only 350 yuan.
#Person2#: All right. Will you wrap it for me?
#Person1#: OK. Here you are.",#Person2# buys a leather jacket and a dress made of pure silk with #Person1#'s recommendation.,asks #Person1# to buy a leather jacket. #Person2# asks #Person1# to buy a leather jacket.,asks #Person2# to buy a leather jacket. #Person1# asks #Person2# to wrap it for #Person2#.,"asks #Person1# about what a black dress will do - a leather jacket, and there is a leather jacket for #Person2#.",. #Person1# tells #Person2# the dress's white and black. The dress is perfect and the black one is gorgeous.,0.2580645161290323,0.8642944693565369,0.3225806451612903,0.8686704039573669,0.2777777777777778,0.8551818132400513,0.17142857142857143,0.8418455719947815
"#Person1#: The place I've heard so much about is Los Angeles. The climate is pretty good. Year-round flowers, Year-round swimming. How do like it?
#Person2#: Well, the beaches are beautiful. But people there are terribly annoyed by the dirty air. I mean, the combination of fog, smoke and automobile exhaust. There is not enough wind to blow it away.",#Person2# tells #Person1# people are annoyed by the dirty air in Los Angeles.,and #Person2# are annoyed by the dirty air. #Person1# says Los Angeles is pretty good. The climate is pretty good. The beaches are beautiful.,"#Person1# tells #Person2# Los Angeles's climate is pretty good, year-round flowers, Year-round swimming. #Person2# is annoyed by the dirty air.",is crazy and the bad air with poor air is the perfect source. #Person1# recommends to #Person2#.,"and #Person2# think the place is Los Angeles. It's good climate, year-round flowers, Year-round swimming. The beaches are beautiful.",0.48648648648648646,0.8706944584846497,0.33333333333333337,0.8926002979278564,0.13333333333333333,0.8356049656867981,0.2285714285714286,0.7943281531333923
"#Person1#: Sir, you've been using the online catalogue for quite a while. Is there anything I can do to help you?
#Person2#: Well, I've got to write a paper about Hollywood in the 30s and 40s, and I'm really struggling. There are hundreds of books, and I just don't know where to begin.
#Person1#: Your topic sounds pretty big. Why don't you narrow it down to something like.., uh... the history of the studios during that time?
#Person2#: You know, I was thinking about doing that, but more than 30 books came up when I typed in 'movie studios'.
#Person1#: You could cut that down even further by listing the specific years you want. Try adding '1930s' or '1940s' or maybe 'Golden Age'.
#Person2#: 'Golden Age' is a good idea, Let me type that in. Hey, look, just 6 books this time That's a lot better.
#Person1#: Oh, another thing you might consider. Have you tried looking for any magazines or newspaper articles?
#Person2#: No, I've only been searching for books.
#Person1#: Well, you can look up magazine articles in the Reader's Guide to Periodical Literature.
#Person2#: Okay, I think I'll get started with these books and then I'll go over the magazines.
#Person1#: If you need any help, I'll be over at the Reference Desk.
#Person2#: Great, thanks a lot.",#Person2# is struggling to choose the books about Hollywood in the 30s and 40s. #Person1# suggests he narrow the topic down by listing the specific years he wants. #Person1# tells #Person2# he can look up magazine articles.,"Sir, #Person1# has been using the online catalogue for quite a while. #Person1# is trying to narrow down the topic to something like. #Person2#'s got to write a paper about Hollywood in the 30s and 40s, and #Person1#'s struggling. #Person1#'s only been searching for","Sir, Sir, #Person1#'s been using the online catalogue for quite a while. #Person1#'s got to write a paper about Hollywood in the 30s and 40s, and #Person2#'s struggling. #Person1#'s only been searching for books. #Person2#'ll go over the magazines","Sir. #Person1# is using the online catalogue since I had to write a paper about Hollywood in the 30s and 40s and I have been struggling. They may choose to narrow that down even further by listing the specific years of the books they want. They will go over the magazines, and yes, they will get started.","#Person2#'s has been using the online catalogue for quite a while. #Person1# tells #Person2# that #Person1# narrows it down to something like the history of the studios . #Person2# advises #Person2# to type in magazines, articles and newspapers. #Person1# tell",0.28571428571428575,0.8676835894584656,0.24691358024691357,0.8510014414787292,0.3404255319148936,0.862555742263794,0.18181818181818182,0.8469161987304688
"#Person1#: So, how was your vacation? You went to Paris, didn't you?
#Person2#: Yeah, with my parents. We just got back on Saturday. It was wonderful!
#Person1#: What sights did you visit?
#Person2#: Well, we saw all the most famous places, the Eiffel Tower, Notre Dame Cathedral... They were so interesting.
#Person1#: Did you take any tours?
#Person2#: Just one - a boat tour on the Seine River.
#Person1#: Wow! That sounds fantastic.
#Person2#: Yeah. It was a great way to see the city.
#Person1#: Did you go to any of the famous art museums?
#Person2#: Yeah. My parents love art, so they spent hours in the museums. But for me, it was pretty boring. I'm just not very interested in paintings.
#Person1#: So, what else did you do?
#Person2#: Well, I guess my favorite thing to do was just to sit in cafes and watch the people. It was really relaxing, and French coffee is terrific.
#Person1#: It sounds like a great vacation to me. But I have work at hand. Hopefully I'll be there one day.",#Person1# asks #Person2# what #Person2# did during the vocation to Paris. #Person2# saw all the most famous places and enjoyed sitting in cafes most. #Person1#'s looking forward to a vacation.,and #Person2# went to Paris with #Person1#'s parents. #Person2# went to Paris and took some tours. #Person1# says it was great. #Person2# is very interested in paintings.,"and #Person2# went to Paris with #Person1#'s parents. #Person2# went to Paris, and #Person2# took some tours. #Person1# tells #Person2# #Person2#'s favorite thing to do was sit in cafes and watch the people.","'A great vacation', thanks for the visit to Paris and the 'Buy' is wonderful to read the city. The only thing to do is sit in cafes and watch the people.",to Paris and #Person2# spent the rest of the weekend with #Person1# and #Person1#'s parents. They did one - a boat tour on the Seine River. #Person1# tells #Person2# about the tour. They are glad they did. The place is great. They will be there one day.,0.20338983050847456,0.8614473938941956,0.24242424242424246,0.8705103397369385,0.1935483870967742,0.7544517517089844,0.20512820512820512,0.8349288105964661
"#Person1#: I'm tired of watching television. Let's go to cinema to- night.
#Person2#: All right. Do you want to go downtown? Or is there a good movie in the neighborhood?
#Person1#: I'd rather not spend a lot of money. What does the pa- per say about neighborhood theaters?
#Person2#: Here's the list on page... Column 6. Here it is. Where's the Rialto? There's a perfect movie there.
#Person1#: That's too far away. And it's hard to find a place to park there.
#Person2#: Well, the Grand Theater has Gone with the wind.
#Person1#: I saw that years ago. I couldn't wait to see it again. Moreover, it's too long. We wouldn't get home until midnight.
#Person2#: The Center has a horror film. You wouldn't want to see that?
#Person1#: No, indeed. I wouldn't be able to sleep tonight.
#Person2#: That's about ell there is. Unless we change our decision and go downtown.
#Person1#: No, we just can't pay for it. There must be something else we haven't seen.
#Person2#: Here, look for yourself, I can't find anything else.
#Person1#: Look at this!
#Person2#: What?
#Person1#: In the television timetable, there's a baseball game on television tonight.
#Person2#: I wasn't looking for a TV program. I was looking at the movie ads.
#Person1#: I know, but I just happened to notice it. New York is playing Boston.
#Person2#: That must be good. I wouldn't mind watching that.
#Person1#: OK. Let's stay home. We can go to the cinema Friday.","#Person1#'s tired of watching television, so #Person1# and #Person2# search on the paper to choose a movie to watch. But they don't decide a suitable one. #Person1# finds there will be a baseball game tonight, so they decide to stay at home.",is tired of watching television. #Person1# is tired of watching television. #Person2# wants to go downtown. #Person1# wants to go downtown. #Person2# wants to go downtown. #Person1# wants to go downtown. #Person2# wants to go downtown. #Person1# wants to go downtown.,is tired of watching television. #Person1# is tired of watching television. #Person2# is tired of watching television. #Person1# is tired of watching television. #Person2# wants to go downtown. #Person1# wants to go downtown. #Person2# wants to go downtown. #Person1# wants to go downtown.,": #Person2#'s tired of watching television and doesn't budget because it is too long. To go downtown, nobody can spend money on the TV. #Person1# says the Theater shows a baseball game tonight before midnight.","to go to theater to- night and go downtown. #Person2# does not need to pay for the movie, but #Person1# wants to go downtown. #Person1# does. They go downtown, but they don't want to buy one or another.",0.25882352941176473,0.8136040568351746,0.25287356321839083,0.8198049664497375,0.325,0.8563833832740784,0.24096385542168672,0.8237810134887695
"#Person1#: Say, Lisa, what are you watching?
#Person2#: A Japanese film. I'm going to spend all next year in Japan, and I'd better get to know more about its culture.
#Person1#: You mean you are accepted into the program?
#Person2#: Sure.
#Person1#: That's wonderful. You must be excited.
#Person2#: Excited and nervous. You know I must work on some basic conversation skills.
#Person1#: How much Japanese can you understand?
#Person2#: Only a little now. But I'll attend a special language class next month.
#Person1#: I wish I were as clever as you are in foreign languages. I'd love to study abroad.
#Person2#: Then why don't you? The school has a lot of programs that don't require the mastery of a foreign language. You just have to be the kind of person who is and can get used to a new environment fast.
#Person1#: I thought all programs required one to know a foreign language. Thank you for letting me know this.",Lisa's accepted into the program and will go to Japan next year. She encourages #Person1# to have a program that doesn't require the mastery of a foreign language.,and Lisa are accepted into the program. Lisa tells Lisa she wants to study abroad. Lisa tells Lisa she wants to study abroad. Lisa tells Lisa she wants to study abroad. Lisa tells Lisa she wants to learn Japanese.,is watching a Japanese film. Lisa tells Lisa she is accepted into the program. Lisa tells Lisa she wants to study abroad. Lisa tells Lisa she is excited and nervous. Lisa tells Lisa she needs to work on some basic conversation skills.,to the school. Lisa hopes Lisa will attend a special language class next month. Lisa agrees so that Lisa is accepted into the program. Lisa will attend the teacher's special language classes next month.,asks Lisa. Lisa asks Lisa to learn a Japanese film. Lisa offers Lisa basic conversation skills and will attend a special language class next month. Lisa tells Lisa everything else.,0.2318840579710145,0.805123507976532,0.2222222222222222,0.8028639554977417,0.24615384615384614,0.8203225135803223,0.16666666666666666,0.8205649256706238
"#Person1#: Morning, Sue. Did you enjoy your holiday in the country?
#Person2#: Yes, thanks. We had a great time. And some friends went with us.
#Person1#: Where did you stay? In a hotel?
#Person2#: No. We camped in the mountains, near Snowdon. We cooked all our meals over an open fire.
#Person1#: Sounds wonderful. Was the weather good?
#Person2#: The sun shone nearly every day and it didn't rain at all.
#Person1#: Did you like the people there?
#Person2#: Yes, they were great. We met some farmers and had tea in their houses.
#Person1#: When did you get back? Last night?
#Person2#: No. This morning. You'll think we were mad. We got up at 4:30, left at 5 and arrived here at 9. I'm so tired. What about you? Did you have a good weekend?
#Person1#: Yes, but I didn't do much. I stayed at home. The weather was terrible.","Sue had a great holiday in the country, and the weather was good. #Person1# just stayed at home at the weekend because of the terrible weather.",Sue and Sue enjoyed their holiday in the country. Sue and Sue enjoyed their holiday. Sue and Sue enjoyed their holiday in the country.,"Sue and Sue enjoyed their holiday in the country. They camped in the mountains, near Snowdon. They cooked all their meals over an open fire. Sue says the weather was good.",", Sue and Nancy, and Sue enjoy their holiday in the country. Sue and Sue enjoyed the sunshine and the best time to stay at home. #Person1# explained that the weather was bad. Sue left at 2:30, but Sue doesn't do much because it was terrible.",Sue and Sue enjoy their holiday in the country. Sue will think they were mad. Sue and Sue are still exhausted.,0.27999999999999997,0.7818485498428345,0.3157894736842105,0.8041361570358276,0.3287671232876712,0.8517012000083923,0.25531914893617025,0.780826985836029
"#Person1#: Why didn't you tell me you had a girlfriend? 
#Person2#: Sorry, I thought you knew. 
#Person1#: But you should have told me you were in love with her. 
#Person2#: Didn't I? 
#Person1#: You know you didn't. 
#Person2#: Well, I'm telling you now. 
#Person1#: Yes, but you might have told me before. 
#Person2#: I didn't think you'd be interested. 
#Person1#: You can't be serious. How dare you not tell me you were going to marry her? 
#Person2#: Sorry, I didn't think it mattered. 
#Person1#: Oh, you men! You're all the same. ",#Person1# is angry because #Person2# didn't tell #Person1# that #Person2# had a girlfriend and would marry her.,tells #Person1# that #Person2# didn't tell #Person1# you had a girlfriend. #Person2# tells #Person1# you didn't want to marry her.,#Person1# tells #Person2# #Person2# had a girlfriend. #Person2# doesn't think it mattered.,#Person1# did not tell #Person2# you had a girlfriend. #Person2# thinks it was important and tells #Person2# they were in love with the lady.,"did not tell him to marry her, so #Person1# was sorry. He didn't think it mattered, but #Person2# thinks the man’s going to marry her was the same.",0.55,0.9221472144126892,0.3870967741935484,0.9083585143089294,0.3333333333333333,0.9059963226318359,0.25,0.8543052077293396
"#Person1#: Please make yourselves at home. Let me take your coats. Dinner is almost ready. I hope you brought your appetite 
#Person2#: Your house is lovely, Armand! Very interesting decor. . . very. . . Gothic. 
#Person3#: I think it's amazing! You have such good taste, Armand. I'm thinking of re-decorating my house. maybe you could give me a few pointers? 
#Person1#: It would be my pleasure. Please have a seat. Can I offer you a glass of wine? 
#Person3#: We would love some! 
#Person1#: Here you are. A very special merlot brought directly from my home country. It has a unique ingredient which gives it a pleasant aroma and superior flavor 
#Person3#: Mmm. . . it's delicious! 
#Person2#: It's a bit bitter for my taste. . . almost tastes like. . . like. . . 
#Person3#: Ellen! Ellen! Are you okay? 
#Person1#: Did she pass out? 
#Person3#: Yeah. . . 
#Person1#: I hope that you didn't poison her drink too much! You'll ruin our meal! ","Ellen and #Person3# visit Armand's house, and they have dinner together. The glass of wine provided by Armand is a bit bitter for Ellen, and she passes out.",Ellen and Ellen are enjoying their house. Ellen is a special merlot brought directly from Armand and they are looking for some. Ellen is a bit bitter for her taste. Ellen is okay. Ellen is okay. Ellen is okay. Ellen will ruin our meal!,"Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen, Ellen","Ellen is eating her House and the house is beautiful. Ellen does the merlot that Armand has been providing! Ellen gives Ellen a nice aroma, and she'll ruin our meal!","Ellen tells Ellen Ellen the house is lovely, Armand is a lovely place and shares the wine. Ellen thinks it's delicious and the wine has a unique ingredient which gives it a pleasant aroma and superior flavor. Ellen makes Ellen stand up!",0.3013698630136986,0.7855989933013916,0.057971014492753624,0.6303560733795166,0.26666666666666666,0.7889719605445862,0.2222222222222222,0.7702405452728271
"#Person1#: I just bought a new dress. What do you think of it?
#Person2#: You look really great in it. So are you going to a job interview or a party?
#Person1#: No, I was invited to give a talk in my school.
#Person2#: So how much did you pay for it?
#Person1#: I pay just $70 for it. I saved $30.
#Person2#: That's really a bargain.
#Person1#: You're right. Well, what did you do while I was out shopping?
#Person2#: I watched TV for a while and then I did some reading. It wasn't a very interesting book so I just read a few pages. Then I took a shower.
#Person1#: I thought you said you were going to see Mike.
#Person2#: I'll go and visit him at his home tomorrow. He'll return home tomorrow morning.
#Person1#: I'm glad he can finally returned home after that accident.","While #Person1# made a bargain to buy a new dress, #Person2# watched TV, read a boring book, and took a shower at home.",Mike returns home tomorrow. Mike tells #Person1# he'll visit him at his home tomorrow. Mike is a good friend.,Mike tells #Person1# he bought a new dress while out shopping. Mike tells #Person2# Mike is going to a job interview or a party. Mike tells #Person1# Mike will return home tomorrow.,Mike is back at his home tomorrow where he returns home. #Person1# reminds #Person1# #Person2# he is very happy I finally recover a break.,Mike and Mike will return home tomorrow. Mike returns to work today. Mike visits his home tomorrow because Mike was getting accident.,0.13953488372093023,0.7634152173995972,0.2909090909090909,0.818095326423645,0.1276595744680851,0.7943980693817139,0.08888888888888888,0.7146314978599548
"#Person1#: Hi, is Olivia there, please?
#Person2#: I'm sorry. She's out for lunch. Do you want to leave a message?
#Person1#: Yes. This is Harris. Could you tell Olivia that I'll wait for her at the box office of the cinema at 7:10?
#Person2#: Sure, Harris. You'll wait for her at the box office at 10.
#Person1#: No, at 7:10.
#Person2#: Oh, sorry, at 7:10. I'll tell Olyvia.
#Person1#: Thank you.","Harris calls Olivia, but Olivia's out. #Person2# asks him to leave a message.",tells Olivia Olivia that she'll wait for Olivia at the box office of the cinema at 7:10 and Olyvia will tell Olyvia.,tells Olivia Olivia that she'll wait for Olivia at the box office of the cinema at 7:10. Olyvia tells Harris that she'll wait for Olivia at 7:10.,Harris tell Olivia Olivia that she'll wait for Olivia at the box office at 7.10 at 7:10. #Person2# asks Olyvia to ask.,asks Olivia for the time to wait for Olivia. Harris's for Olivia and Olyvia.,0.10526315789473685,0.7205751538276672,0.08888888888888889,0.7312231659889221,0.30769230769230765,0.8058163523674011,0.20689655172413796,0.7515743374824524
"#Person1#: Hello, is this doctor, Smith's office?
#Person2#: Yes, it is. May I help you?
#Person1#: Yes, I'd like to speak to doctor Smith, please?
#Person2#: Doctor Smith went home this afternoon. May I ask who is calling?
#Person1#: This is Jim White.
#Person2#: Oh yes, mister White. Doctor Smith asked me to give you his home phone number.
#Person1#: Just a moment, please. Yes, what's the number?
#Person2#: His number is 77231059.
#Person1#: Thank you very much.
#Person2#: That's all right.","Jim calls Doctor Smith, but he isn't available. #Person2# asks Jim for his number.",Jim White tells Jim that Doctor Smith went home this afternoon. Jim White asks Jim to give him his home phone number. Jim says Jim is right.,Jim White asks Jim to give him his home phone number. Jim asks Jim to give him his home phone number.,Jim says that the doctor to Jim white has asked for his phone number for medical assistance. Jim is very helpful with the phone number and his appointment.,Jim White asks Jim and Joe to speak to the doctor Smith on the call.,0.33333333333333337,0.8244792222976685,0.2777777777777778,0.8080869317054749,0.27906976744186046,0.8075250387191772,0.20000000000000004,0.7883758544921875
"#Person1#: Why are you so excited, Edward? Is there anything happy?
#Person2#: Of course. Not only happy, but also meaningful. I took the subway to school this morning. Iin the subway station, I saw one novel lying on a seat there and another near the elevator.
#Person1#: Really? They must have been put there by someone for sharing.
#Person2#: Yes, I was curious in red one. What a good way to kill time on the way. I plan to put my book there, too. Just for sharing.
#Person1#: Great. But please, place it in a proper place and don't bother the traffic.
#Person2#: OK, I will.",Edward is excited because he thinks it's a good way to put books on the subway for people to kill time.,Edward is excited about Edward's book. Edward says Edward's book is happy. Edward says Edward will put it in a proper place and don't bother the traffic.,Edward and Edward are so excited about Edward's book. Edward says Edward's book should have been put in a proper place and don't bother the traffic.,"Edward is so excited and excited, Edward says: “Do not worry the traffic.” Edward is excited and enthusiastic enough. Eduard is happy.",Edward looks excited at the place. Edward explains. He says Edward is happy. He will put his novel there.,0.23076923076923075,0.8106225728988647,0.19607843137254902,0.8001680374145508,0.18181818181818182,0.7785418629646301,0.1951219512195122,0.7921726703643799
"#Person1#: Next week is your birthday party. How exciting! What do you want for your birthday?
#Person2#: Well, a car like yours would be fantastic.
#Person1#: Hmm...Maybe not a car just yet. You're only turning 9, you know? How about a doll?
#Person2#: Mom, I'm a boy. Boys don't play with stupid dolls, but a machine gun would be OK, too.
#Person1#: Well, not this time. Maybe we could get you a nice dress and a little purse, son. Maybe...
#Person2#: Maybe I should change my name to Mary since you seem to want a daughter so badly?","#Person2# wants a cool birthday present, but his mom wants to give him a sissy present.",and #Person2# tells #Person1# that the next week is your birthday party. #Person1# wants a car like yours. #Person2# wants a doll. #Person1# wants a nice dress and a purse.,tells #Person1# to change Mary's name to Mary because Mary seems to want a daughter so badly.,joins Mary (a boy). Then #Person1# and Mary make a car. They discuss birthday.,will tell Mary Mary. #Person1# turns 9 and will turn 9 next week will be our birthday party. Then we might have a good dress and purse.,0.21739130434782608,0.8228841423988342,0.11764705882352941,0.7838734984397888,0.13333333333333333,0.7787458896636963,0.09302325581395349,0.7813026309013367
